State,Zip,CarrierType,VehicleType,cnt
CA,92544,PRIVATE,BUS SCHOOL,2
CA,92545,INDIVIDUAL,BUS NON SCHOOL,2
CA,92545,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92545,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
CA,92545,PRIVATE,BUS NON SCHOOL,1
CA,92545,PRIVATE,BUS SCHOOL,1
CA,92546,PRIVATE,BUS SCHOOL,1
CA,92549,INDIVIDUAL,BUS SCHOOL,1
CA,92551,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92553,INDIVIDUAL,BUS NON SCHOOL,1
CA,92553,INDIVIDUAL,BUS SCHOOL,1
CA,92553,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92553,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,15
CA,92553,PRIVATE,BUS NON SCHOOL,1
CA,92553,PRIVATE,BUS SCHOOL,5
CA,92555,INDIVIDUAL,BUS SCHOOL,2
CA,92555,PRIVATE,BUS NON SCHOOL,2
CA,92555,PRIVATE,BUS SCHOOL,1
CA,92557,DEALER,BUS SCHOOL,1
CA,92557,INDIVIDUAL,BUS NON SCHOOL,1
CA,92557,PRIVATE,BUS NON SCHOOL,1
CA,92557,PRIVATE,BUS SCHOOL,3
CA,92561,FOR HIRE,BUS NON SCHOOL,2
CA,92562,INDIVIDUAL,BUS NON SCHOOL,1
CA,92562,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92562,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
CA,92563,INDIVIDUAL,BUS NON SCHOOL,2
CA,92564,FINANCE LEASE,BUS NON SCHOOL,1
CA,92567,INDIVIDUAL,BUS NON SCHOOL,1
CA,92567,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,92570,FOR HIRE,BUS SCHOOL,13
CA,92570,INDIVIDUAL,BUS NON SCHOOL,3
CA,92570,INDIVIDUAL,BUS SCHOOL,2
CA,92570,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92570,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92570,PRIVATE,BUS NON SCHOOL,2
CA,92570,PRIVATE,BUS SCHOOL,8
CA,92571,INDIVIDUAL,BUS NON SCHOOL,1
CA,92571,INDIVIDUAL,BUS SCHOOL,1
CA,92571,PRIVATE,BUS NON SCHOOL,2
CA,92571,PRIVATE,BUS SCHOOL,2
CA,92583,INDIVIDUAL,BUS NON SCHOOL,2
CA,92583,INDIVIDUAL,BUS SCHOOL,5
CA,92583,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92583,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92583,PRIVATE,BUS NON SCHOOL,2
CA,92583,PRIVATE,BUS SCHOOL,1
CA,92583,U.S. GOVERNMENT,BUS SCHOOL,3
CA,92584,INDIVIDUAL,BUS NON SCHOOL,1
CA,92584,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92586,UTILITIES/COMMUNICATIONS,BUS SCHOOL,2
CA,92587,INDIVIDUAL,BUS NON SCHOOL,2
CA,92590,INDIVIDUAL,BUS SCHOOL,1
CA,92590,PRIVATE,BUS SCHOOL,3
CA,92591,FOR HIRE,BUS NON SCHOOL,1
CA,92591,INDIVIDUAL,BUS NON SCHOOL,1
CA,92591,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92591,PRIVATE,BUS SCHOOL,1
CA,92592,INDIVIDUAL,BUS NON SCHOOL,2
CA,92592,INDIVIDUAL,BUS SCHOOL,1
CA,92592,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,92592,PRIVATE,BUS SCHOOL,2
CA,92592,U.S. GOVERNMENT,BUS SCHOOL,1
CA,92593,PRIVATE,BUS NON SCHOOL,1
CA,92593,PRIVATE,BUS SCHOOL,1
CA,92595,FINANCE LEASE,BUS NON SCHOOL,2
CA,92595,INDIVIDUAL,BUS NON SCHOOL,1
CA,92595,INDIVIDUAL,BUS SCHOOL,1
CA,92595,PRIVATE,BUS SCHOOL,3
CA,92602,INDIVIDUAL,BUS NON SCHOOL,1
CA,92602,PRIVATE,BUS SCHOOL,2
CA,92603,INDIVIDUAL,BUS NON SCHOOL,1
CA,92604,INDIVIDUAL,BUS SCHOOL,1
CA,92606,FOR HIRE,BUS SCHOOL,11
CA,92606,INDIVIDUAL,BUS NON SCHOOL,2
CA,92606,PRIVATE,BUS NON SCHOOL,1
CA,92607,INDIVIDUAL,BUS NON SCHOOL,1
CA,92607,PRIVATE,BUS SCHOOL,1
CA,92612,FINANCE LEASE,BUS NON SCHOOL,1
CA,92612,PRIVATE,BUS NON SCHOOL,1
CA,92612,PRIVATE,BUS SCHOOL,1
CA,92614,INDIVIDUAL,BUS SCHOOL,1
CA,92614,PRIVATE,BUS NON SCHOOL,1
CA,92617,INDIVIDUAL,BUS NON SCHOOL,1
CA,92618,FULL SERVICE LEASE,BUS SCHOOL,2
CA,92618,INDIVIDUAL,BUS NON SCHOOL,1
CA,92618,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92618,PRIVATE,BUS NON SCHOOL,3
CA,92618,PRIVATE,BUS SCHOOL,7
CA,92618,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92620,FINANCE LEASE,BUS NON SCHOOL,1
CA,92624,INDIVIDUAL,BUS SCHOOL,1
CA,92625,FINANCE LEASE,BUS NON SCHOOL,1
CA,92625,PRIVATE,BUS NON SCHOOL,1
CA,92626,FOR HIRE,BUS NON SCHOOL,1
CA,92626,INDIVIDUAL,BUS SCHOOL,1
CA,92626,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
CA,92626,PRIVATE,BUS NON SCHOOL,3
CA,92627,INDIVIDUAL,BUS NON SCHOOL,2
CA,92627,INDIVIDUAL,BUS SCHOOL,1
CA,92627,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92627,PRIVATE,BUS SCHOOL,2
CA,92629,INDIVIDUAL,BUS NON SCHOOL,2
CA,92629,PRIVATE,BUS SCHOOL,1
CA,92630,INDIVIDUAL,BUS NON SCHOOL,1
CA,92630,PRIVATE,BUS SCHOOL,8
CA,92637,PRIVATE,BUS NON SCHOOL,9
CA,92646,INDIVIDUAL,BUS SCHOOL,1
CA,92646,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92646,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92646,PRIVATE,BUS NON SCHOOL,1
CA,92647,FOR HIRE,BUS NON SCHOOL,14
CA,92647,INDIVIDUAL,BUS SCHOOL,2
CA,92647,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,92647,PRIVATE,BUS NON SCHOOL,2
CA,92647,PRIVATE,BUS SCHOOL,2
CA,92648,INDIVIDUAL,BUS NON SCHOOL,2
CA,92649,INDIVIDUAL,BUS NON SCHOOL,1
CA,92649,INDIVIDUAL,BUS SCHOOL,1
CA,92649,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
CA,92651,INDIVIDUAL,BUS SCHOOL,2
CA,92651,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,4
CA,92651,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92653,FOR HIRE,BUS SCHOOL,1
CA,92655,PRIVATE,BUS NON SCHOOL,2
CA,92656,FOR HIRE,BUS NON SCHOOL,1
CA,92656,INDIVIDUAL,BUS NON SCHOOL,3
CA,92656,INDIVIDUAL,BUS SCHOOL,1
CA,92657,INDIVIDUAL,BUS NON SCHOOL,1
CA,92660,FINANCE LEASE,BUS NON SCHOOL,1
CA,92660,FINANCE LEASE,BUS SCHOOL,1
CA,92660,INDIVIDUAL,BUS NON SCHOOL,1
CA,92660,INDIVIDUAL,BUS SCHOOL,1
CA,92660,PRIVATE,BUS NON SCHOOL,1
CA,92660,PRIVATE,BUS SCHOOL,1
CA,92660,UTILITIES/COMMUNICATIONS,BUS SCHOOL,2
CA,92661,INDIVIDUAL,BUS SCHOOL,1
CA,92663,FINANCE LEASE,BUS NON SCHOOL,1
CA,92663,INDIVIDUAL,BUS NON SCHOOL,3
CA,92663,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92663,PRIVATE,BUS SCHOOL,1
CA,92672,INDIVIDUAL,BUS SCHOOL,2
CA,92674,INDIVIDUAL,BUS SCHOOL,1
CA,92675,INDIVIDUAL,BUS SCHOOL,2
CA,92675,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92675,PRIVATE,BUS SCHOOL,4
CA,92677,INDIVIDUAL,BUS SCHOOL,2
CA,92683,DEALER,BUS NON SCHOOL,1
CA,92683,FOR HIRE,BUS NON SCHOOL,2
CA,92683,FOR HIRE,BUS SCHOOL,1
CA,92683,FULL SERVICE LEASE,BUS NON SCHOOL,1
CA,92683,INDIVIDUAL,BUS NON SCHOOL,2
CA,92683,INDIVIDUAL,BUS SCHOOL,1
CA,92683,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92688,FULL SERVICE LEASE,BUS SCHOOL,1
CA,92688,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92688,PRIVATE,BUS SCHOOL,6
CA,92691,FOR HIRE,BUS SCHOOL,7
CA,92691,INDIVIDUAL,BUS NON SCHOOL,2
CA,92691,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92691,PRIVATE,BUS NON SCHOOL,2
CA,92691,PRIVATE,BUS SCHOOL,4
CA,92692,FOR HIRE,BUS NON SCHOOL,1
CA,92692,INDIVIDUAL,BUS NON SCHOOL,1
CA,92692,INDIVIDUAL,BUS SCHOOL,1
CA,92692,PRIVATE,BUS SCHOOL,1
CA,92697,INDIVIDUAL,BUS NON SCHOOL,3
CA,92697,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92701,FOR HIRE,BUS NON SCHOOL,17
CA,92701,FOR HIRE,BUS SCHOOL,47
CA,92701,FULL SERVICE LEASE,BUS SCHOOL,1
CA,92701,INDIVIDUAL,BUS NON SCHOOL,1
CA,92701,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
CA,92701,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92701,PRIVATE,BUS NON SCHOOL,1
CA,92701,PRIVATE,BUS SCHOOL,2
CA,92703,FOR HIRE,BUS SCHOOL,2
CA,92703,INDIVIDUAL,BUS NON SCHOOL,2
CA,92703,PRIVATE,BUS SCHOOL,10
CA,92704,FINANCE LEASE,BUS NON SCHOOL,1
CA,92704,FOR HIRE,BUS NON SCHOOL,5
CA,92704,FOR HIRE,BUS SCHOOL,1
CA,92704,INDIVIDUAL,BUS NON SCHOOL,2
CA,92704,PRIVATE,BUS NON SCHOOL,3
CA,92704,PRIVATE,BUS SCHOOL,2
CA,92705,INDIVIDUAL,BUS NON SCHOOL,1
CA,92705,INDIVIDUAL,BUS SCHOOL,1
CA,92705,PRIVATE,BUS SCHOOL,1
CA,92706,FOR HIRE,BUS NON SCHOOL,2
CA,92706,FOR HIRE,BUS SCHOOL,14
CA,92706,PRIVATE,BUS NON SCHOOL,1
CA,92707,FOR HIRE,BUS NON SCHOOL,2
CA,92707,INDIVIDUAL,BUS NON SCHOOL,1
CA,92707,PRIVATE,BUS NON SCHOOL,2
CA,92708,DEALER,BUS NON SCHOOL,1
CA,92708,FOR HIRE,BUS NON SCHOOL,12
CA,92708,FOR HIRE,BUS SCHOOL,3
CA,92708,INDIVIDUAL,BUS NON SCHOOL,1
CA,92708,INDIVIDUAL,BUS SCHOOL,2
CA,92708,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92708,PRIVATE,BUS NON SCHOOL,3
CA,92708,PRIVATE,BUS SCHOOL,9
CA,92780,FOR HIRE,BUS SCHOOL,1
CA,92780,INDIVIDUAL,BUS NON SCHOOL,2
CA,92780,INDIVIDUAL,BUS SCHOOL,2
CA,92780,PRIVATE,BUS SCHOOL,2
CA,92799,FOR HIRE,BUS NON SCHOOL,1
CA,92801,INDIVIDUAL,BUS NON SCHOOL,8
CA,92801,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
CA,92801,PRIVATE,BUS NON SCHOOL,6
CA,92801,PRIVATE,BUS SCHOOL,4
CA,92802,FOR HIRE,BUS NON SCHOOL,2
CA,92802,PRIVATE,BUS NON SCHOOL,14
CA,92802,PRIVATE,BUS SCHOOL,9
CA,92804,INDIVIDUAL,BUS SCHOOL,2
CA,92804,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,92804,PRIVATE,BUS SCHOOL,2
CA,92805,FOR HIRE,BUS NON SCHOOL,19
CA,92805,FOR HIRE,BUS SCHOOL,1
CA,92805,FULL SERVICE LEASE,BUS NON SCHOOL,8
CA,92805,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
CA,92805,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92805,PRIVATE,BUS NON SCHOOL,2
CA,92805,PRIVATE,BUS SCHOOL,5
CA,92806,FOR HIRE,BUS NON SCHOOL,3
CA,92806,PRIVATE,BUS NON SCHOOL,123
CA,92806,PRIVATE,BUS SCHOOL,51
CA,92807,FINANCE LEASE,BUS NON SCHOOL,1
CA,92807,INDIVIDUAL,BUS NON SCHOOL,1
CA,92807,INDIVIDUAL,BUS SCHOOL,1
CA,92807,PRIVATE,BUS NON SCHOOL,1
CA,92807,PRIVATE,BUS SCHOOL,1
CA,92812,PRIVATE,BUS SCHOOL,1
CA,92821,FOR HIRE,BUS NON SCHOOL,32
CA,92821,INDIVIDUAL,BUS NON SCHOOL,2
CA,92821,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92822,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92823,INDIVIDUAL,BUS SCHOOL,1
CA,92831,FOR HIRE,BUS NON SCHOOL,1
CA,92831,INDIVIDUAL,BUS NON SCHOOL,1
CA,92832,INDIVIDUAL,BUS NON SCHOOL,2
CA,92832,INDIVIDUAL,BUS SCHOOL,1
CA,92832,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,92832,PRIVATE,BUS SCHOOL,1
CA,92833,DEALER,BUS NON SCHOOL,2
CA,92833,DEALER,BUS SCHOOL,2
CA,92833,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
CA,92833,PRIVATE,BUS SCHOOL,2
CA,92835,INDIVIDUAL,BUS NON SCHOOL,2
CA,92835,INDIVIDUAL,BUS SCHOOL,1
CA,92835,PRIVATE,BUS NON SCHOOL,2
CA,92840,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
CA,92840,PRIVATE,BUS SCHOOL,4
CA,92841,FINANCE LEASE,BUS NON SCHOOL,1
CA,92841,FOR HIRE,BUS NON SCHOOL,10
CA,92841,FOR HIRE,BUS SCHOOL,2
CA,92841,INDIVIDUAL,BUS SCHOOL,1
CA,92841,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,92844,INDIVIDUAL,BUS SCHOOL,1
CA,92844,PRIVATE,BUS NON SCHOOL,1
CA,92844,PRIVATE,BUS SCHOOL,3
CA,92845,PRIVATE,BUS SCHOOL,1
CA,92860,INDIVIDUAL,BUS NON SCHOOL,1
CA,92860,INDIVIDUAL,BUS SCHOOL,1
CA,92860,PRIVATE,BUS NON SCHOOL,1
CA,92865,FOR HIRE,BUS NON SCHOOL,29
CA,92865,FOR HIRE,BUS SCHOOL,4
CA,92865,INDIVIDUAL,BUS NON SCHOOL,1
CA,92865,INDIVIDUAL,BUS SCHOOL,1
CA,92865,PRIVATE,BUS SCHOOL,3
CA,92867,FOR HIRE,BUS NON SCHOOL,1
CA,92867,INDIVIDUAL,BUS NON SCHOOL,2
CA,92867,INDIVIDUAL,BUS SCHOOL,1
CA,92867,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
CA,92867,PRIVATE,BUS NON SCHOOL,2
CA,92867,PRIVATE,BUS SCHOOL,2
CA,92868,FOR HIRE,BUS NON SCHOOL,1
CA,92868,FOR HIRE,BUS SCHOOL,1
CA,92868,INDIVIDUAL,BUS NON SCHOOL,2
CA,92868,INDIVIDUAL,BUS SCHOOL,2
CA,92868,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,8
CA,92868,PRIVATE,BUS NON SCHOOL,3
CA,92868,PRIVATE,BUS SCHOOL,27
CA,92868,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92869,INDIVIDUAL,BUS NON SCHOOL,1
CA,92869,PRIVATE,BUS SCHOOL,1
CA,92870,FOR HIRE,BUS NON SCHOOL,6
CA,92870,INDIVIDUAL,BUS NON SCHOOL,6
CA,92870,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,92877,INDIVIDUAL,BUS NON SCHOOL,1
CA,92878,FOR HIRE,BUS NON SCHOOL,1
CA,92879,INDIVIDUAL,BUS NON SCHOOL,1
CA,92879,PRIVATE,BUS NON SCHOOL,1
CA,92879,PRIVATE,BUS SCHOOL,1
CA,92880,FOR HIRE,BUS NON SCHOOL,1
CA,92881,PRIVATE,BUS NON SCHOOL,2
CA,92882,FOR HIRE,BUS SCHOOL,12
CA,92882,INDIVIDUAL,BUS NON SCHOOL,2
CA,92882,INDIVIDUAL,BUS SCHOOL,1
CA,92882,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,92882,PRIVATE,BUS NON SCHOOL,1
CA,92882,PRIVATE,BUS SCHOOL,5
CA,92883,PRIVATE,BUS NON SCHOOL,1
CA,92886,PRIVATE,BUS SCHOOL,2
CA,92887,INDIVIDUAL,BUS NON SCHOOL,1
CA,93001,INDIVIDUAL,BUS NON SCHOOL,1
CA,93001,INDIVIDUAL,BUS SCHOOL,1
CA,93001,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
CA,93001,PRIVATE,BUS NON SCHOOL,1
CA,93001,PRIVATE,BUS SCHOOL,2
CA,93003,FOR HIRE,BUS NON SCHOOL,3
CA,93003,INDIVIDUAL,BUS NON SCHOOL,2
CA,93003,INDIVIDUAL,BUS SCHOOL,1
CA,93003,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
CA,93003,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
CA,93003,PRIVATE,BUS NON SCHOOL,2
CA,93003,PRIVATE,BUS SCHOOL,5
CA,93004,INDIVIDUAL,BUS NON SCHOOL,1
CA,93004,INDIVIDUAL,BUS SCHOOL,1
CA,93004,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93004,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93010,FOR HIRE,BUS NON SCHOOL,7
CA,93010,FOR HIRE,BUS SCHOOL,3
CA,93010,INDIVIDUAL,BUS SCHOOL,2
CA,93010,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,93010,PRIVATE,BUS NON SCHOOL,7
CA,93010,PRIVATE,BUS SCHOOL,3
CA,93012,FINANCE LEASE,BUS SCHOOL,2
CA,93012,FOR HIRE,BUS SCHOOL,2
CA,93012,INDIVIDUAL,BUS NON SCHOOL,1
CA,93012,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,93012,PRIVATE,BUS SCHOOL,1
CA,93013,INDIVIDUAL,BUS NON SCHOOL,1
CA,93013,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
CA,93013,PRIVATE,BUS NON SCHOOL,1
CA,93013,PRIVATE,BUS SCHOOL,9
CA,93015,FOR HIRE,BUS NON SCHOOL,1
CA,93015,FOR HIRE,BUS SCHOOL,2
CA,93015,INDIVIDUAL,BUS NON SCHOOL,1
CA,93015,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,93015,PRIVATE,BUS NON SCHOOL,1
CA,93015,PRIVATE,BUS SCHOOL,1
CA,93021,INDIVIDUAL,BUS SCHOOL,3
CA,93021,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
CA,93021,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
CA,93021,UTILITIES/COMMUNICATIONS,BUS NON SCHOOL,1
CA,93023,INDIVIDUAL,BUS NON SCHOOL,3
CA,93023,INDIVIDUAL,BUS SCHOOL,4
CA,93023,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93023,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
CA,93023,PRIVATE,BUS SCHOOL,3
CA,93030,FOR HIRE,BUS NON SCHOOL,4
CA,93030,INDIVIDUAL,BUS NON SCHOOL,2
CA,93030,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93030,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
CA,93030,PRIVATE,BUS SCHOOL,16
CA,93031,PRIVATE,BUS SCHOOL,5
CA,93033,FOR HIRE,BUS SCHOOL,1
CA,93033,INDIVIDUAL,BUS NON SCHOOL,2
CA,93033,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
CA,93033,PRIVATE,BUS SCHOOL,1
CA,93036,FOR HIRE,BUS NON SCHOOL,5
CA,93036,FOR HIRE,BUS SCHOOL,8
CA,93036,INDIVIDUAL,BUS SCHOOL,1
CA,93036,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
CA,93036,PRIVATE,BUS NON SCHOOL,1
CA,93036,PRIVATE,BUS SCHOOL,7
CA,93041,INDIVIDUAL,BUS SCHOOL,1
CA,93041,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,93042,PRIVATE,BUS SCHOOL,1
CA,93060,FOR HIRE,BUS NON SCHOOL,3
CA,93060,FOR HIRE,BUS SCHOOL,3
CA,93060,FULL SERVICE LEASE,BUS SCHOOL,1
CA,93060,INDIVIDUAL,BUS NON SCHOOL,2
CA,93060,PRIVATE,BUS SCHOOL,6
CA,93061,PRIVATE,BUS SCHOOL,1
CA,93062,FOR HIRE,BUS NON SCHOOL,2
CA,93062,FOR HIRE,BUS SCHOOL,1
CA,93063,FOR HIRE,BUS NON SCHOOL,2
CA,93063,FOR HIRE,BUS SCHOOL,19
CA,93063,INDIVIDUAL,BUS NON SCHOOL,3
CA,93063,INDIVIDUAL,BUS SCHOOL,3
CA,93063,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93063,PRIVATE,BUS NON SCHOOL,2
CA,93063,PRIVATE,BUS SCHOOL,12
CA,93065,INDIVIDUAL,BUS NON SCHOOL,3
CA,93065,INDIVIDUAL,BUS SCHOOL,1
CA,93065,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
CA,93065,PRIVATE,BUS NON SCHOOL,1
CA,93065,PRIVATE,BUS SCHOOL,3
CA,93066,FINANCE LEASE,BUS NON SCHOOL,1
CA,93066,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,93101,FINANCE LEASE,BUS NON SCHOOL,1
CA,93101,FINANCE LEASE,BUS SCHOOL,1
CA,93101,FOR HIRE,BUS NON SCHOOL,9
CA,93101,INDIVIDUAL,BUS NON SCHOOL,5
CA,93101,INDIVIDUAL,BUS SCHOOL,2
CA,93101,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
CA,93101,PRIVATE,BUS NON SCHOOL,5
CA,93101,PRIVATE,BUS SCHOOL,2
CA,93102,FOR HIRE,BUS NON SCHOOL,1
CA,93103,FOR HIRE,BUS NON SCHOOL,1
CA,93105,INDIVIDUAL,BUS NON SCHOOL,3
CA,93105,INDIVIDUAL,BUS SCHOOL,1
CA,93105,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93105,PRIVATE,BUS SCHOOL,2
CA,93108,INDIVIDUAL,BUS SCHOOL,1
CA,93108,PRIVATE,BUS NON SCHOOL,1
CA,93109,INDIVIDUAL,BUS SCHOOL,2
CA,93109,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93110,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93110,PRIVATE,BUS NON SCHOOL,5
CA,93111,FOR HIRE,BUS SCHOOL,1
CA,93117,FINANCE LEASE,BUS SCHOOL,1
CA,93117,FOR HIRE,BUS NON SCHOOL,6
CA,93117,FOR HIRE,BUS SCHOOL,75
CA,93117,FULL SERVICE LEASE,BUS SCHOOL,1
CA,93117,INDIVIDUAL,BUS NON SCHOOL,15
CA,93117,INDIVIDUAL,BUS SCHOOL,1
CA,93117,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
CA,93117,PRIVATE,BUS NON SCHOOL,2
CA,93117,PRIVATE,BUS SCHOOL,31
CA,93120,INDIVIDUAL,BUS NON SCHOOL,1
CA,93202,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93203,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93203,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
CA,93204,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93204,PRIVATE,BUS NON SCHOOL,1
CA,93206,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93210,INDIVIDUAL,BUS SCHOOL,1
CA,93210,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
CA,93210,PRIVATE,BUS SCHOOL,2
CA,93212,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93212,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,93212,PRIVATE,BUS SCHOOL,1
CA,93212,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
CA,93215,DEALER,BUS NON SCHOOL,1
CA,93215,FOR HIRE,BUS NON SCHOOL,1
CA,93215,INDIVIDUAL,BUS NON SCHOOL,3
CA,93215,INDIVIDUAL,BUS SCHOOL,1
CA,93215,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
CA,93215,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
CA,93215,PRIVATE,BUS SCHOOL,1
CA,93216,FOR HIRE,BUS NON SCHOOL,1
CA,93218,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
CA,93219,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
CA,93220,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93221,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
CA,93221,PRIVATE,BUS SCHOOL,1
CA,93223,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
CA,93224,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
CA,93225,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
CA,93226,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
CA,93227,PRIVATE,BUS NON SCHOOL,4
CA,93230,INDIVIDUAL,BUS NON SCHOOL,3
CA,93230,INDIVIDUAL,BUS SCHOOL,1
CA,93230,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
